pos/0101.jpg 1 111 66 153 153
pos/0101_flip.jpg 1 55 65 153 153
pos/0102.jpg 1 94 52 164 164
pos/0102_flip.jpg 1 57 51 169 169
pos/0103.jpg 1 93 53 170 170
pos/0103_flip.jpg 1 57 55 162 162
pos/0104.jpg 1 110 65 150 150
pos/0104_flip.jpg 1 62 66 147 147
pos/0105.jpg 1 116 58 166 166
pos/0105_flip.jpg 1 38 61 161 161
pos/0106.jpg 1 104 52 152 152
pos/0106_flip.jpg 1 62 52 153 153
pos/0107.jpg 1 117 70 137 137
pos/0107_flip.jpg 1 68 71 135 135
pos/0108.jpg 1 105 52 158 158
pos/0108_flip.jpg 1 53 54 162 162
pos/0109.jpg 1 96 53 168 168
pos/0109_flip.jpg 1 58 54 162 162
pos/0110.jpg 1 100 44 164 164
pos/0110_flip.jpg 1 53 43 167 167
pos/0111.jpg 1 104 64 152 152
pos/0111_flip.jpg 1 56 58 165 165
pos/0201.jpg 1 119 63 165 165
pos/0201_flip.jpg 1 35 63 165 165
pos/0202.jpg 1 102 59 160 160
pos/0202_flip.jpg 1 57 58 163 163
pos/0203.jpg 1 117 61 157 157
pos/0203_flip.jpg 1 47 62 157 157
pos/0204.jpg 1 117 63 160 160
pos/0204_flip.jpg 1 40 64 161 161
pos/0205.jpg 1 118 67 153 153
pos/0205_flip.jpg 1 47 66 156 156
pos/0206.jpg 1 118 67 153 153
pos/0206_flip.jpg 1 47 66 156 156
pos/0207.jpg 1 116 64 164 164
pos/0207_flip.jpg 1 38 67 158 158
pos/0208.jpg 1 112 60 158 158
pos/0208_flip.jpg 1 51 62 154 154
pos/0209.jpg 1 118 69 152 152
pos/0209_flip.jpg 1 47 67 156 156
pos/0210.jpg 1 110 43 169 169
pos/0210_flip.jpg 1 43 47 165 165
pos/0211.jpg 1 105 67 155 155
pos/0211_flip.jpg 1 59 68 156 156
pos/0301.jpg 1 107 84 132 132
pos/0301_flip.jpg 1 77 82 135 135
pos/0302.jpg 1 94 76 157 157
pos/0302_flip.jpg 1 71 82 151 151
pos/0303.jpg 1 93 84 136 136
pos/0303_flip.jpg 1 86 83 139 139
pos/0304.jpg 1 111 88 132 132
pos/0304_flip.jpg 1 75 86 135 135
pos/0305.jpg 1 91 75 143 143
pos/0305_flip.jpg 1 88 76 141 141
pos/0306.jpg 1 91 75 143 143
pos/0306_flip.jpg 1 88 76 141 141
pos/0307.jpg 1 115 83 129 129
pos/0307_flip.jpg 1 73 84 136 136
pos/0308.jpg 1 93 73 146 146
pos/0308_flip.jpg 1 80 71 148 148
pos/0309.jpg 1 93 83 137 137
pos/0309_flip.jpg 1 92 86 134 134
pos/0310.jpg 1 79 55 157 157
pos/0310_flip.jpg 1 83 54 158 158
pos/0311.jpg 1 91 86 134 134
pos/0311_flip.jpg 1 95 86 134 134
pos/0401.jpg 1 110 55 160 160
pos/0401_flip.jpg 1 55 58 153 153
pos/0402.jpg 1 117 49 152 152
pos/0402_flip.jpg 1 48 46 157 157
pos/0403.jpg 1 110 52 162 162
pos/0403_flip.jpg 1 48 53 157 157
pos/0404.jpg 1 105 55 146 146
pos/0404_flip.jpg 1 81 62 126 126
pos/0405.jpg 1 105 54 162 162
pos/0405_flip.jpg 1 54 54 158 158
pos/0406.jpg 1 109 51 169 169
pos/0406_flip.jpg 1 46 54 158 158
pos/0407.jpg 1 124 74 116 116
pos/0407_flip.jpg 1 74 64 141 141
pos/0408.jpg 1 109 51 169 169
pos/0408_flip.jpg 1 46 54 158 158
pos/0409.jpg 1 117 52 152 152
pos/0409_flip.jpg 1 52 50 153 153
pos/0410.jpg 1 108 55 155 155
pos/0410_flip.jpg 1 56 53 156 156
pos/0411.jpg 1 111 63 150 150
pos/0411_flip.jpg 1 56 63 150 150
pos/0501.jpg 1 109 48 164 164
pos/0501_flip.jpg 1 48 49 162 162
pos/0502.jpg 1 117 50 152 152
pos/0502_flip.jpg 1 54 52 144 144
pos/0503.jpg 1 106 50 161 161
pos/0503_flip.jpg 1 54 52 158 158
pos/0504.jpg 1 106 47 164 164
pos/0504_flip.jpg 1 51 48 162 162
pos/0505.jpg 1 111 44 161 161
pos/0505_flip.jpg 1 51 45 159 159
pos/0506.jpg 1 107 47 160 160
pos/0506_flip.jpg 1 51 49 157 157
pos/0507.jpg 1 106 53 153 153
pos/0507_flip.jpg 1 57 60 151 151
pos/0508.jpg 1 101 50 165 165
pos/0508_flip.jpg 1 53 50 165 165
pos/0509.jpg 1 99 44 171 171
pos/0509_flip.jpg 1 55 48 161 161
pos/0510.jpg 1 112 50 162 162
pos/0510_flip.jpg 1 47 50 162 162
pos/0511.jpg 1 112 53 148 148
pos/0511_flip.jpg 1 60 54 145 145
pos/0601.jpg 1 48 56 168 168
pos/0601_flip.jpg 1 107 59 165 165
pos/0602.jpg 1 23 60 152 152
pos/0602_flip.jpg 1 141 58 156 156
pos/0603.jpg 1 34 52 157 157
pos/0603_flip.jpg 1 126 52 156 156
pos/0604.jpg 1 53 68 152 152
pos/0604_flip.jpg 1 117 70 151 151
pos/0605.jpg 1 35 53 159 159
pos/0605_flip.jpg 1 122 52 160 160
pos/0606.jpg 1 35 53 159 159
pos/0606_flip.jpg 1 122 52 160 160
pos/0607.jpg 1 49 65 158 158
pos/0607_flip.jpg 1 111 60 162 162
pos/0608.jpg 1 30 58 158 158
pos/0608_flip.jpg 1 131 57 156 156
pos/0609.jpg 1 25 51 159 159
pos/0609_flip.jpg 1 135 52 158 158
pos/0610.jpg 1 23 51 155 155
pos/0610_flip.jpg 1 142 51 153 153
pos/0611.jpg 1 29 53 159 159
pos/0611_flip.jpg 1 132 56 156 156
pos/0701.jpg 1 93 53 150 150
pos/0701_flip.jpg 1 74 50 157 157
pos/0702.jpg 1 94 67 144 144
pos/0702_flip.jpg 1 82 69 142 142
pos/0703.jpg 1 99 70 145 145
pos/0703_flip.jpg 1 76 70 143 143
